"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
SAN_DIEGO.A,20180101,2359,0.00,,67,48,,,0,0,,,,,,250,,96.0,50.0,
SAN_DIEGO.A,20180102,2359,0.00,,74,52,,,0,0,,,,,,271,,94.0,29.0,
SAN_DIEGO.A,20180103,2359,0.00,,69,53,,,0,0,,,,,,124,,93.0,48.0,
SAN_DIEGO.A,20180104,2359,0.00,,75,52,,,0,0,,,,,,260,,95.0,29.0,
SAN_DIEGO.A,20180105,2359,0.00,,73,54,,,0,0,,,,,,258,,94.0,40.0,
SAN_DIEGO.A,20180106,2359,0.00,,71,57,,,0,0,,,,,,189,,95.0,59.0,
SAN_DIEGO.A,20180107,2359,0.00,,70,54,,,0,0,,,,,,227,,94.0,56.0,
SAN_DIEGO.A,20180108,2359,0.24,,71,59,,,0,0,,,,,,99,,91.0,48.0,
SAN_DIEGO.A,20180109,2359,1.56,,64,55,,,0,0,,,,,,148,,95.0,63.0,
SAN_DIEGO.A,20180110,2359,0.10,,62,52,,,0,0,,,,,,133,,93.0,73.0,
SAN_DIEGO.A,20180111,2359,0.04,,69,49,,,0,0,,,,,,282,,94.0,52.0,
SAN_DIEGO.A,20180112,2359,0.02,,72,49,,,0,0,,,,,,279,,96.0,51.0,
SAN_DIEGO.A,20180113,2359,0.00,,80,54,,,0,0,,,,,,287,,78.0,17.0,
SAN_DIEGO.A,20180114,2359,0.00,,80,55,,,0,0,,,,,,233,,75.0,16.0,
SAN_DIEGO.A,20180115,2359,0.00,,72,53,,,0,0,,,,,,272,,82.0,26.0,
SAN_DIEGO.A,20180116,2359,0.00,,70,50,,,0,0,,,,,,258,,93.0,46.0,
SAN_DIEGO.A,20180117,2359,0.00,,74,52,,,0,0,,,,,,274,,92.0,35.0,
SAN_DIEGO.A,20180118,2359,0.00,,74,52,,,0,0,,,,,,256,,92.0,39.0,
SAN_DIEGO.A,20180119,2359,0.01,,64,54,,,0,0,,,,,,160,,93.0,64.0,
SAN_DIEGO.A,20180120,2359,0.00,,60,49,,,0,0,,,,,,244,,65.0,41.0,
SAN_DIEGO.A,20180121,2359,0.00,,62,44,,,0,0,,,,,,285,,73.0,37.0,
SAN_DIEGO.A,20180122,2359,0.00,,66,44,,,0,0,,,,,,306,,61.0,24.0,
SAN_DIEGO.A,20180123,2359,0.00,,72,45,,,0,0,,,,,,314,,50.0,20.0,
SAN_DIEGO.A,20180124,2359,0.00,,77,48,,,0,0,,,,,,317,,45.0,10.0,
SAN_DIEGO.A,20180125,2359,0.00,,63,44,,,0,0,,,,,,282,,81.0,36.0,
SAN_DIEGO.A,20180126,2359,0.00,,62,47,,,0,0,,,,,,310,,83.0,39.0,
SAN_DIEGO.A,20180127,2359,0.00,,70,45,,,0,0,,,,,,300,,66.0,18.0,
SAN_DIEGO.A,20180128,2359,0.00,,81,49,,,0,0,,,,,,326,,39.0,13.0,
SAN_DIEGO.A,20180129,2359,0.00,,84,53,,,0,0,,,,,,332,,36.0,12.0,
SAN_DIEGO.A,20180130,2359,0.00,,82,58,,,0,0,,,,,,230,,32.0,12.0,
SAN_DIEGO.A,20180131,2359,0.00,,77,54,,,0,0,,,,,,337,,49.0,15.0,
SAN_DIEGO.A,20180201,2359,0.00,,74,52,,,0,0,,,,,,340,,90.0,34.0,
SAN_DIEGO.A,20180202,2359,0.00,,79,54,,,0,0,,,,,,333,,66.0,17.0,
SAN_DIEGO.A,20180203,2359,0.00,,77,54,,,0,0,,,,,,342,,53.0,21.0,
SAN_DIEGO.A,20180204,2359,0.00,,82,52,,,0,0,,,,,,346,,68.0,21.0,
SAN_DIEGO.A,20180205,2359,0.00,,69,50,,,0,0,,,,,,349,,93.0,54.0,
SAN_DIEGO.A,20180206,2359,0.00,,65,52,,,0,0,,,,,,343,,92.0,63.0,
SAN_DIEGO.A,20180207,2359,0.00,,80,50,,,0,0,,,,,,361,,95.0,17.0,
SAN_DIEGO.A,20180208,2359,0.00,,78,51,,,0,0,,,,,,367,,73.0,13.0,
SAN_DIEGO.A,20180209,2359,0.00,,65,48,,,0,0,,,,,,339,,93.0,63.0,
SAN_DIEGO.A,20180210,2359,0.00,,64,55,,,0,0,,,,,,210,,84.0,62.0,
SAN_DIEGO.A,20180211,2359,0.00,,68,52,,,0,0,,,,,,351,,91.0,52.0,
SAN_DIEGO.A,20180212,2359,0.00,,61,54,,,0,0,,,,,,193,,79.0,52.0,
SAN_DIEGO.A,20180213,2359,0.01,,65,49,,,0,0,,,,,,336,,82.0,40.0,
SAN_DIEGO.A,20180214,2359,0.00,,70,53,,,0,0,,,,,,299,,89.0,38.0,
SAN_DIEGO.A,20180215,2359,0.00,,69,52,,,0,0,,,,,,389,,90.0,45.0,
SAN_DIEGO.A,20180216,2359,0.00,,76,53,,,0,0,,,,,,391,,65.0,15.0,
SAN_DIEGO.A,20180217,2359,0.00,,75,49,,,0,0,,,,,,402,,45.0,12.0,
SAN_DIEGO.A,20180218,2359,0.00,,67,50,,,0,0,,,,,,384,,76.0,37.0,
SAN_DIEGO.A,20180219,2359,0.00,,58,46,,,0,0,,,,,,408,,70.0,34.0,
SAN_DIEGO.A,20180220,2359,0.00,,57,39,,,0,0,,,,,,443,,68.0,20.0,
SAN_DIEGO.A,20180221,2359,0.00,,60,40,,,0,0,,,,,,396,,65.0,34.0,
SAN_DIEGO.A,20180222,2359,0.04,,59,43,,,0,0,,,,,,285,,80.0,56.0,
SAN_DIEGO.A,20180223,2359,0.00,,58,45,,,0,0,,,,,,510,,,,
SAN_DIEGO.A,20180224,2359,0.00,,63,41,,,0,0,,,,,,464,,62.0,22.0,
SAN_DIEGO.A,20180225,2359,0.00,,68,39,,,0,0,,,,,,459,,63.0,29.0,
SAN_DIEGO.A,20180226,2359,0.00,,63,44,,,0,0,,,,,,450,,77.0,39.0,
SAN_DIEGO.A,20180227,2359,0.48,,57,44,,,0,0,,,,,,338,,95.0,50.0,
SAN_DIEGO.A,20180228,2359,0.00,,61,42,,,0,0,,,,,,436,,88.0,55.0,
SAN_DIEGO.A,20180301,2359,0.00,,62,45,,,0,0,,,,,,460,,87.0,53.0,
SAN_DIEGO.A,20180302,2359,0.00,,65,45,,,0,0,,,,,,467,,89.0,52.0,
SAN_DIEGO.A,20180303,2359,0.12,,63,52,,,0,0,,,,,,316,,98.0,57.0,
SAN_DIEGO.A,20180304,2359,0.02,,61,47,,,0,0,,,,,,462,,84.0,44.0,
SAN_DIEGO.A,20180305,2359,0.00,,70,44,,,0,0,,,,,,484,,76.0,18.0,
SAN_DIEGO.A,20180306,2359,0.00,,76,50,,,0,0,,,,,,491,,51.0,12.0,
SAN_DIEGO.A,20180307,2359,0.00,,72,50,,,0,0,,,,,,394,,79.0,19.0,
SAN_DIEGO.A,20180308,2359,0.00,,71,52,,,0,0,,,,,,369,,87.0,31.0,
SAN_DIEGO.A,20180309,2359,0.00,,69,51,,,0,0,,,,,,435,,94.0,57.0,
SAN_DIEGO.A,20180310,2359,0.54,,60,57,,,0,0,,,,,,71,,100.0,88.0,
SAN_DIEGO.A,20180311,2359,0.00,,68,57,,,0,0,,,,,,345,,94.0,73.0,
SAN_DIEGO.A,20180312,2359,0.00,,69,57,,,0,0,,,,,,417,,94.0,71.0,
SAN_DIEGO.A,20180313,2359,0.02,,70,57,,,0,0,,,,,,310,,99.0,71.0,
SAN_DIEGO.A,20180314,2359,0.04,,67,58,,,0,0,,,,,,378,,99.0,59.0,
SAN_DIEGO.A,20180315,2359,0.08,,63,50,,,0,0,,,,,,408,,92.0,54.0,
SAN_DIEGO.A,20180316,2359,0.00,,63,53,,,0,0,,,,,,659,,84.0,49.0,
SAN_DIEGO.A,20180317,2359,0.24,,63,50,,,0,0,,,,,,339,,99.0,55.0,
SAN_DIEGO.A,20180318,2359,0.00,,62,47,,,0,0,,,,,,455,,91.0,50.0,
SAN_DIEGO.A,20180319,2359,0.00,,70,47,,,0,0,,,,,,511,,89.0,37.0,
SAN_DIEGO.A,20180320,2359,0.00,,71,50,,,0,0,,,,,,478,,90.0,36.0,
SAN_DIEGO.A,20180321,2359,0.00,,76,52,,,0,0,,,,,,472,,71.0,27.0,
SAN_DIEGO.A,20180322,2359,0.00,,73,58,,,0,0,,,,,,162,,89.0,48.0,
SAN_DIEGO.A,20180323,2359,0.00,,66,56,,,0,0,,,,,,451,,97.0,74.0,
SAN_DIEGO.A,20180324,2359,0.00,,64,52,,,0,0,,,,,,444,,88.0,56.0,
SAN_DIEGO.A,20180325,2359,0.00,,63,50,,,0,0,,,,,,511,,82.0,49.0,
SAN_DIEGO.A,20180326,2359,0.00,,63,48,,,0,0,,,,,,426,,75.0,50.0,
SAN_DIEGO.A,20180327,2359,0.00,,68,47,,,0,0,,,,,,567,,71.0,32.0,
SAN_DIEGO.A,20180328,2359,0.00,,73,49,,,0,0,,,,,,567,,96.0,32.0,
SAN_DIEGO.A,20180329,2359,0.00,,71,49,,,0,0,,,,,,543,,100.0,54.0,
SAN_DIEGO.A,20180330,2359,0.00,,69,55,,,0,0,,,,,,215,,99.0,54.0,
SAN_DIEGO.A,20180331,2359,0.00,,69,52,,,0,0,,,,,,506,,100.0,67.0,
SAN_DIEGO.A,20180401,2359,0.00,,66,54,,,0,0,,,,,,546,,93.0,66.0,
SAN_DIEGO.A,20180402,2359,0.00,,64,57,,,0,0,,,,,,275,,84.0,69.0,
SAN_DIEGO.A,20180403,2359,0.00,,68,56,,,0,0,,,,,,498,,92.0,64.0,
SAN_DIEGO.A,20180404,2359,0.00,,66,55,,,0,0,,,,,,326,,93.0,76.0,
SAN_DIEGO.A,20180405,2359,0.00,,67,55,,,0,0,,,,,,522,,94.0,62.0,
SAN_DIEGO.A,20180406,2359,0.00,,68,54,,,0,0,,,,,,536,,94.0,65.0,
SAN_DIEGO.A,20180407,2359,0.00,,73,57,,,0,0,,,,,,476,,94.0,68.0,
SAN_DIEGO.A,20180408,2359,0.00,,73,55,,,0,0,,,,,,595,,92.0,60.0,
SAN_DIEGO.A,20180409,2359,0.00,,80,54,,,0,0,,,,,,608,,94.0,48.0,
SAN_DIEGO.A,20180410,2359,0.00,,86,55,,,0,0,,,,,,615,,97.0,20.0,
SAN_DIEGO.A,20180411,2359,0.01,,74,56,,,0,0,,,,,,580,,99.0,52.0,
SAN_DIEGO.A,20180412,2359,0.00,,66,53,,,0,0,,,,,,595,,86.0,54.0,
SAN_DIEGO.A,20180413,2359,0.01,,75,51,,,0,0,,,,,,626,,80.0,21.0,
SAN_DIEGO.A,20180414,2359,0.00,,84,52,,,0,0,,,,,,651,,39.0,12.0,
SAN_DIEGO.A,20180415,2359,0.00,,76,55,,,0,0,,,,,,535,,93.0,23.0,
SAN_DIEGO.A,20180416,2359,0.00,,66,54,,,0,0,,,,,,553,,93.0,52.0,
SAN_DIEGO.A,20180417,2359,0.02,,65,49,,,0,0,,,,,,654,,77.0,35.0,
SAN_DIEGO.A,20180418,2359,0.01,,66,49,,,0,0,,,,,,635,,88.0,61.0,
SAN_DIEGO.A,20180419,2359,0.01,,63,50,,,0,0,,,,,,461,,85.0,54.0,
SAN_DIEGO.A,20180420,2359,0.00,,67,50,,,0,0,,,,,,660,,92.0,48.0,
SAN_DIEGO.A,20180421,2359,0.01,,77,51,,,0,0,,,,,,566,,96.0,38.0,
SAN_DIEGO.A,20180422,2359,0.00,,75,53,,,0,0,,,,,,666,,98.0,47.0,
SAN_DIEGO.A,20180423,2359,0.00,,72,54,,,0,0,,,,,,618,,100.0,58.0,
SAN_DIEGO.A,20180424,2359,0.00,,70,54,,,0,0,,,,,,594,,98.0,61.0,
SAN_DIEGO.A,20180425,2359,0.09,,68,54,,,0,0,,,,,,639,,90.0,62.0,
SAN_DIEGO.A,20180426,2359,0.00,,67,56,,,0,0,,,,,,601,,84.0,63.0,
SAN_DIEGO.A,20180427,2359,0.00,,67,54,,,0,0,,,,,,603,,93.0,60.0,
SAN_DIEGO.A,20180428,2359,0.00,,69,54,,,0,0,,,,,,658,,86.0,60.0,
SAN_DIEGO.A,20180429,2359,0.00,,66,56,,,0,0,,,,,,502,,84.0,64.0,
SAN_DIEGO.A,20180430,2359,0.00,,62,55,,,0,0,,,,,,249,,93.0,73.0,
SAN_DIEGO.A,20180501,2359,0.00,,61,52,,,0,0,,,,,,260,,96.0,62.0,
SAN_DIEGO.A,20180502,2359,0.00,,64,52,,,0,0,,,,,,350,,96.0,61.0,
SAN_DIEGO.A,20180503,2359,0.00,,69,50,,,0,0,,,,,,669,,92.0,57.0,
SAN_DIEGO.A,20180504,2359,0.01,,86,54,,,0,0,,,,,,691,,94.0,30.0,
SAN_DIEGO.A,20180505,2359,0.10,,81,55,,,0,0,,,,,,697,,96.0,44.0,
SAN_DIEGO.A,20180506,2359,0.00,,76,55,,,0,0,,,,,,693,,91.0,56.0,
SAN_DIEGO.A,20180507,2359,0.00,,69,55,,,0,0,,,,,,692,,96.0,66.0,
SAN_DIEGO.A,20180508,2359,0.00,,68,54,,,0,0,,,,,,543,,96.0,68.0,
SAN_DIEGO.A,20180509,2359,0.00,,71,58,,,0,0,,,,,,627,,92.0,65.0,
SAN_DIEGO.A,20180510,2359,0.00,,68,58,,,0,0,,,,,,519,,94.0,72.0,
SAN_DIEGO.A,20180511,2359,0.00,,61,56,,,0,0,,,,,,165,,87.0,75.0,
SAN_DIEGO.A,20180512,2359,0.00,,64,54,,,0,0,,,,,,350,,96.0,64.0,
SAN_DIEGO.A,20180513,2359,0.00,,68,56,,,0,0,,,,,,580,,87.0,54.0,
SAN_DIEGO.A,20180514,2359,0.00,,69,55,,,0,0,,,,,,575,,89.0,65.0,
SAN_DIEGO.A,20180515,2359,0.00,,69,58,,,0,0,,,,,,566,,83.0,60.0,
SAN_DIEGO.A,20180516,2359,0.00,,69,58,,,0,0,,,,,,595,,89.0,59.0,
SAN_DIEGO.A,20180517,2359,0.00,,66,56,,,0,0,,,,,,491,,92.0,64.0,
SAN_DIEGO.A,20180518,2359,0.01,,65,58,,,0,0,,,,,,223,,89.0,70.0,
SAN_DIEGO.A,20180519,2359,0.00,,66,58,,,0,0,,,,,,246,,84.0,72.0,
SAN_DIEGO.A,20180520,2359,0.00,,66,58,,,0,0,,,,,,244,,91.0,72.0,
SAN_DIEGO.A,20180521,2359,0.00,,64,57,,,0,0,,,,,,399,,95.0,68.0,
SAN_DIEGO.A,20180522,2359,0.00,,66,57,,,0,0,,,,,,556,,85.0,60.0,
SAN_DIEGO.A,20180523,2359,0.00,,68,57,,,0,0,,,,,,349,,89.0,71.0,
SAN_DIEGO.A,20180524,2359,0.01,,66,58,,,0,0,,,,,,265,,92.0,70.0,
SAN_DIEGO.A,20180525,2359,0.00,,69,59,,,0,0,,,,,,676,,84.0,57.0,
SAN_DIEGO.A,20180526,2359,0.00,,68,56,,,0,0,,,,,,470,,89.0,60.0,
SAN_DIEGO.A,20180527,2359,0.00,,70,58,,,0,0,,,,,,634,,83.0,62.0,
SAN_DIEGO.A,20180528,2359,0.00,,70,59,,,0,0,,,,,,551,,91.0,66.0,
SAN_DIEGO.A,20180529,2359,0.01,,66,59,,,0,0,,,,,,241,,91.0,77.0,
SAN_DIEGO.A,20180530,2359,0.00,,68,59,,,0,0,,,,,,477,,92.0,70.0,
SAN_DIEGO.A,20180531,2359,0.01,,70,59,,,0,0,,,,,,488,,96.0,64.0,
SAN_DIEGO.A,20180601,2359,0.00,,71,58,,,0,0,,,,,,714,,93.0,61.0,
SAN_DIEGO.A,20180602,2359,0.00,,73,55,,,0,0,,,,,,676,,96.0,63.0,
SAN_DIEGO.A,20180603,2359,0.01,,73,60,,,0,0,,,,,,716,,94.0,64.0,
SAN_DIEGO.A,20180604,2359,0.00,,69,60,,,0,0,,,,,,604,,91.0,73.0,
SAN_DIEGO.A,20180605,2359,0.02,,68,60,,,0,0,,,,,,445,,91.0,70.0,
SAN_DIEGO.A,20180606,2359,0.00,,70,60,,,0,0,,,,,,623,,87.0,66.0,
SAN_DIEGO.A,20180607,2359,0.00,,70,58,,,0,0,,,,,,717,,92.0,63.0,
SAN_DIEGO.A,20180608,2359,0.04,,77,56,,,0,0,,,,,,717,,96.0,59.0,
SAN_DIEGO.A,20180609,2359,0.01,,78,62,,,0,0,,,,,,691,,95.0,54.0,
SAN_DIEGO.A,20180610,2359,0.02,,73,61,,,0,0,,,,,,696,,95.0,65.0,
SAN_DIEGO.A,20180611,2359,0.04,,75,61,,,0,0,,,,,,687,,96.0,64.0,
SAN_DIEGO.A,20180612,2359,0.04,,74,61,,,0,0,,,,,,684,,96.0,66.0,
SAN_DIEGO.A,20180613,2359,0.03,,75,61,,,0,0,,,,,,708,,94.0,66.0,
SAN_DIEGO.A,20180614,2359,0.02,,82,63,,,0,0,,,,,,664,,93.0,57.0,
SAN_DIEGO.A,20180615,2359,0.00,,75,63,,,0,0,,,,,,646,,90.0,68.0,
SAN_DIEGO.A,20180616,2359,0.00,,66,61,,,0,0,,,,,,264,,86.0,71.0,
SAN_DIEGO.A,20180617,2359,0.00,,69,60,,,0,0,,,,,,496,,84.0,57.0,
SAN_DIEGO.A,20180618,2359,0.00,,71,61,,,0,0,,,,,,713,,86.0,57.0,
SAN_DIEGO.A,20180619,2359,0.02,,71,61,,,0,0,,,,,,567,,88.0,68.0,
SAN_DIEGO.A,20180620,2359,0.02,,72,60,,,0,0,,,,,,458,,94.0,73.0,
SAN_DIEGO.A,20180621,2359,0.00,,72,62,,,0,0,,,,,,489,,92.0,74.0,
SAN_DIEGO.A,20180622,2359,0.00,,75,62,,,0,0,,,,,,697,,91.0,70.0,
SAN_DIEGO.A,20180623,2359,0.00,,66,60,,,0,0,,,,,,273,,94.0,78.0,
SAN_DIEGO.A,20180624,2359,0.02,,70,60,,,0,0,,,,,,617,,89.0,71.0,
SAN_DIEGO.A,20180625,2359,0.00,,72,61,,,0,0,,,,,,718,,91.0,67.0,
SAN_DIEGO.A,20180626,2359,0.01,,75,60,,,0,0,,,,,,695,,94.0,64.0,
SAN_DIEGO.A,20180627,2359,0.00,,74,60,,,0,0,,,,,,690,,94.0,66.0,
SAN_DIEGO.A,20180628,2359,0.01,,70,60,,,0,0,,,,,,695,,88.0,68.0,
SAN_DIEGO.A,20180629,2359,0.00,,68,61,,,0,0,,,,,,447,,84.0,73.0,
SAN_DIEGO.A,20180630,2359,0.01,,69,60,,,0,0,,,,,,648,,88.0,68.0,
SAN_DIEGO.A,20180701,2359,0.01,,72,61,,,0,0,,,,,,688,,88.0,64.0,
SAN_DIEGO.A,20180702,2359,0.00,,75,61,,,0,0,,,,,,709,,90.0,65.0,
SAN_DIEGO.A,20180703,2359,0.02,,73,61,,,0,0,,,,,,681,,91.0,63.0,
SAN_DIEGO.A,20180704,2359,0.01,,75,62,,,0,0,,,,,,692,,91.0,62.0,
SAN_DIEGO.A,20180705,2359,0.02,,82,62,,,0,0,,,,,,697,,93.0,56.0,
SAN_DIEGO.A,20180706,2359,0.00,,98,60,,,0,0,,,,,,665,,,,
SAN_DIEGO.A,20180707,2359,0.00,,86,68,,,0,0,,,,,,684,,,,
SAN_DIEGO.A,20180708,2359,0.01,,86,69,,,0,0,,,,,,580,,,,
SAN_DIEGO.A,20180709,2359,0.00,,82,69,,,0,0,,,,,,420,,92.0,58.0,
SAN_DIEGO.A,20180710,2359,0.00,,80,67,,,0,0,,,,,,308,,93.0,54.0,
SAN_DIEGO.A,20180711,2359,0.00,,79,66,,,0,0,,,,,,640,,94.0,65.0,
SAN_DIEGO.A,20180712,2359,0.00,,78,68,,,0,0,,,,,,651,,91.0,68.0,
SAN_DIEGO.A,20180713,2359,0.00,,80,67,,,0,0,,,,,,628,,91.0,70.0,
SAN_DIEGO.A,20180714,2359,0.01,,79,68,,,0,0,,,,,,645,,93.0,70.0,
SAN_DIEGO.A,20180715,2359,0.02,,79,64,,,0,0,,,,,,612,,94.0,68.0,
SAN_DIEGO.A,20180716,2359,0.02,,78,65,,,0,0,,,,,,576,,93.0,71.0,
SAN_DIEGO.A,20180717,2359,0.00,,77,66,,,0,0,,,,,,534,,90.0,74.0,
SAN_DIEGO.A,20180718,2359,0.02,,76,65,,,0,0,,,,,,518,,93.0,71.0,
SAN_DIEGO.A,20180719,2359,0.01,,79,65,,,0,0,,,,,,619,,92.0,67.0,
SAN_DIEGO.A,20180720,2359,0.00,,76,66,,,0,0,,,,,,421,,92.0,72.0,
SAN_DIEGO.A,20180721,2359,0.00,,80,68,,,0,0,,,,,,604,,92.0,63.0,
SAN_DIEGO.A,20180722,2359,0.00,,84,67,,,0,0,,,,,,662,,90.0,60.0,
SAN_DIEGO.A,20180723,2359,0.00,,85,67,,,0,0,,,,,,674,,93.0,59.0,
SAN_DIEGO.A,20180724,2359,0.23,,85,67,,,0,0,,,,,,637,,95.0,63.0,
SAN_DIEGO.A,20180725,2359,0.00,,79,67,,,0,0,,,,,,525,,95.0,71.0,
SAN_DIEGO.A,20180726,2359,0.06,,77,66,,,0,0,,,,,,426,,97.0,75.0,
SAN_DIEGO.A,20180727,2359,0.14,,87,66,,,0,0,,,,,,602,,94.0,61.0,
SAN_DIEGO.A,20180728,2359,0.09,,77,68,,,0,0,,,,,,467,,93.0,71.0,
SAN_DIEGO.A,20180729,2359,0.15,,88,68,,,0,0,,,,,,602,,92.0,39.0,
SAN_DIEGO.A,20180730,2359,0.00,,83,69,,,0,0,,,,,,633,,93.0,64.0,
SAN_DIEGO.A,20180731,2359,0.02,,83,69,,,0,0,,,,,,619,,93.0,54.0,
SAN_DIEGO.A,20180801,2359,0.01,,85,70,,,0,0,,,,,,647,,89.0,53.0,
SAN_DIEGO.A,20180802,2359,0.06,,84,69,,,0,0,,,,,,638,,92.0,57.0,
SAN_DIEGO.A,20180803,2359,0.00,,84,69,,,0,0,,,,,,640,,95.0,67.0,
SAN_DIEGO.A,20180804,2359,0.02,,83,67,,,0,0,,,,,,631,,95.0,65.0,
SAN_DIEGO.A,20180805,2359,0.01,,83,67,,,0,0,,,,,,659,,95.0,61.0,
SAN_DIEGO.A,20180806,2359,0.00,,85,67,,,0,0,,,,,,656,,95.0,57.0,
SAN_DIEGO.A,20180807,2359,0.01,,90,69,,,0,0,,,,,,623,,97.0,36.0,
SAN_DIEGO.A,20180808,2359,0.00,,90,70,,,0,0,,,,,,630,,,,
SAN_DIEGO.A,20180809,2359,0.02,,90,74,,,0,0,,,,,,524,,,,
SAN_DIEGO.A,20180810,2359,0.00,,89,74,,,0,0,,,,,,598,,,,
SAN_DIEGO.A,20180811,2359,0.01,,87,72,,,0,0,,,,,,591,,93.0,48.0,
SAN_DIEGO.A,20180812,2359,0.02,,83,69,,,0,0,,,,,,564,,94.0,62.0,
SAN_DIEGO.A,20180813,2359,0.02,,80,68,,,0,0,,,,,,628,,95.0,59.0,
SAN_DIEGO.A,20180814,2359,0.03,,80,67,,,0,0,,,,,,619,,90.0,66.0,
SAN_DIEGO.A,20180815,2359,0.01,,79,68,,,0,0,,,,,,484,,90.0,70.0,
SAN_DIEGO.A,20180816,2359,0.04,,79,68,,,0,0,,,,,,510,,90.0,72.0,
SAN_DIEGO.A,20180817,2359,0.00,,80,70,,,0,0,,,,,,574,,88.0,71.0,
SAN_DIEGO.A,20180818,2359,0.00,,81,70,,,0,0,,,,,,524,,93.0,69.0,
SAN_DIEGO.A,20180819,2359,0.02,,80,68,,,0,0,,,,,,586,,91.0,68.0,
SAN_DIEGO.A,20180820,2359,0.02,,79,68,,,0,0,,,,,,491,,90.0,69.0,
SAN_DIEGO.A,20180821,2359,0.01,,80,70,,,0,0,,,,,,540,,88.0,64.0,
SAN_DIEGO.A,20180822,2359,0.00,,81,69,,,0,0,,,,,,581,,86.0,66.0,
SAN_DIEGO.A,20180823,2359,0.00,,79,68,,,0,0,,,,,,567,,88.0,65.0,
SAN_DIEGO.A,20180824,2359,0.00,,77,67,,,0,0,,,,,,472,,87.0,64.0,
SAN_DIEGO.A,20180825,2359,0.02,,78,68,,,0,0,,,,,,481,,84.0,64.0,
SAN_DIEGO.A,20180826,2359,0.01,,78,65,,,0,0,,,,,,531,,92.0,63.0,
SAN_DIEGO.A,20180827,2359,0.00,,77,65,,,0,0,,,,,,557,,91.0,63.0,
SAN_DIEGO.A,20180828,2359,0.00,,78,64,,,0,0,,,,,,543,,90.0,63.0,
SAN_DIEGO.A,20180829,2359,0.00,,82,65,,,0,0,,,,,,587,,93.0,62.0,
SAN_DIEGO.A,20180830,2359,0.00,,83,65,,,0,0,,,,,,596,,95.0,55.0,
SAN_DIEGO.A,20180831,2359,0.00,,79,64,,,0,0,,,,,,581,,95.0,64.0,
SAN_DIEGO.A,20180901,2359,0.01,,74,65,,,0,0,,,,,,513,,94.0,69.0,
SAN_DIEGO.A,20180902,2359,0.00,,75,66,,,0,0,,,,,,423,,86.0,64.0,
SAN_DIEGO.A,20180903,2359,0.00,,77,66,,,0,0,,,,,,392,,86.0,67.0,
SAN_DIEGO.A,20180904,2359,0.00,,74,66,,,0,0,,,,,,161,,89.0,74.0,
SAN_DIEGO.A,20180905,2359,0.00,,78,66,,,0,0,,,,,,501,,87.0,65.0,
SAN_DIEGO.A,20180906,2359,0.00,,75,66,,,0,0,,,,,,410,,92.0,71.0,
SAN_DIEGO.A,20180907,2359,0.00,,77,65,,,0,0,,,,,,495,,94.0,73.0,
SAN_DIEGO.A,20180908,2359,0.00,,84,64,,,0,0,,,,,,519,,98.0,63.0,
SAN_DIEGO.A,20180909,2359,0.01,,76,63,,,0,0,,,,,,548,,99.0,74.0,
SAN_DIEGO.A,20180910,2359,0.00,,77,60,,,0,0,,,,,,554,,95.0,67.0,
SAN_DIEGO.A,20180911,2359,0.00,,76,61,,,0,0,,,,,,531,,92.0,64.0,
SAN_DIEGO.A,20180912,2359,0.00,,78,63,,,0,0,,,,,,534,,93.0,62.0,
SAN_DIEGO.A,20180913,2359,0.00,,79,62,,,0,0,,,,,,529,,94.0,65.0,
SAN_DIEGO.A,20180914,2359,0.00,,86,63,,,0,0,,,,,,534,,96.0,38.0,
SAN_DIEGO.A,20180915,2359,0.00,,81,65,,,0,0,,,,,,513,,97.0,51.0,
SAN_DIEGO.A,20180916,2359,0.00,,81,63,,,0,0,,,,,,511,,97.0,57.0,
SAN_DIEGO.A,20180917,2359,0.00,,81,62,,,0,0,,,,,,516,,95.0,58.0,
SAN_DIEGO.A,20180918,2359,0.01,,80,55,,,,,,,,,,585,,,,
SAN_DIEGO.A,20180919,2359,0.02,,63,61,,,0,0,,,,,,570,,96.0,61.0,
SAN_DIEGO.A,20180920,2359,0.00,,71,61,,,0,0,,,,,,417,,95.0,70.0,
SAN_DIEGO.A,20180921,2359,0.00,,76,58,,,0,0,,,,,,467,,93.0,66.0,
SAN_DIEGO.A,20180922,2359,0.00,,79,63,,,0,0,,,,,,483,,96.0,68.0,
SAN_DIEGO.A,20180923,2359,0.00,,75,64,,,0,0,,,,,,438,,96.0,71.0,
SAN_DIEGO.A,20180924,2359,0.00,,69,64,,,0,0,,,,,,171,,87.0,75.0,
SAN_DIEGO.A,20180925,2359,0.00,,74,64,,,0,0,,,,,,369,,88.0,67.0,
SAN_DIEGO.A,20180926,2359,0.00,,74,65,,,0,0,,,,,,376,,90.0,72.0,
SAN_DIEGO.A,20180927,2359,0.00,,76,62,,,0,0,,,,,,422,,96.0,71.0,
SAN_DIEGO.A,20180928,2359,0.00,,74,64,,,0,0,,,,,,432,,95.0,67.0,
SAN_DIEGO.A,20180929,2359,0.00,,77,63,,,0,0,,,,,,459,,91.0,58.0,
SAN_DIEGO.A,20180930,2359,0.00,,82,63,,,0,0,,,,,,396,,91.0,60.0,
SAN_DIEGO.A,20181001,2359,0.00,,88,68,,,0,0,,,,,,244,,82.0,44.0,
